Gene_Id,padj,logFC,Classification
214752_x_at,0.5988,0.4266479,Not Significant
214662_at,0.5988,0.4953573,Not Significant
205523_at,0.5988,0.6941914,Not Significant
209050_s_at,0.5988,-0.3750171,Not Significant
220699_s_at,0.5989,-0.6108627,Not Significant
210922_at,0.5992,-0.3304046,Not Significant
207528_s_at,0.5992,-0.4185551,Not Significant
216385_at,0.5992,-0.4067934,Not Significant
221191_at,0.5992,0.510285,Not Significant
52078_at,0.5992,-0.3564731,Not Significant
216452_at,0.5992,-0.3613182,Not Significant
216541_x_at,0.5992,-0.430159,Not Significant
212991_at,0.5992,-0.3831809,Not Significant
203977_at,0.5992,-0.5032203,Not Significant
209132_s_at,0.5992,0.630836,Not Significant
216243_s_at,0.5992,-0.52623,Not Significant
222102_at,0.5992,-0.5114107,Not Significant
214635_at,0.5992,-0.3985906,Not Significant
217369_at,0.5992,0.5974943,Not Significant
208088_s_at,0.5992,-0.4491895,Not Significant
211922_s_at,0.5992,-0.7455328,Not Significant
206129_s_at,0.5992,-0.4271399,Not Significant
220218_at,0.5992,-0.4255332,Not Significant
215373_x_at,0.5992,0.798209,Not Significant
215778_x_at,0.5992,-0.3287891,Not Significant
208271_at,0.5992,-0.569177,Not Significant
204729_s_at,0.5992,-0.6970691,Not Significant
203713_s_at,0.5992,0.593858,Not Significant
202486_at,0.5992,-0.429655,Not Significant
211586_s_at,0.5992,-0.3756695,Not Significant
208822_s_at,0.5992,0.7949775,Not Significant
205389_s_at,0.5992,0.4215442,Not Significant
204326_x_at,0.5992,-0.6133947,Not Significant
215119_at,0.5992,-0.6005298,Not Significant
208397_x_at,0.5992,-0.5314743,Not Significant
213696_s_at,0.5992,0.374519,Not Significant
211891_s_at,0.5992,-0.527252,Not Significant
204275_at,0.5992,-0.4284666,Not Significant
210985_s_at,0.5992,0.7483195,Not Significant
202913_at,0.5992,0.3970969,Not Significant
205048_s_at,0.5992,0.8245618,Not Significant
204333_s_at,0.5992,0.366429,Not Significant
212503_s_at,0.5992,-0.2988602,Not Significant
214833_at,0.5992,0.6029593,Not Significant
204344_s_at,0.5992,-0.4692491,Not Significant
206452_x_at,0.5992,-0.3671655,Not Significant
202979_s_at,0.5992,0.4790177,Not Significant
221290_s_at,0.5992,0.8572211,Not Significant
206250_x_at,0.5992,0.6810982,Not Significant
220213_at,0.5992,-0.4329376,Not Significant
220343_at,0.5992,-0.7077403,Not Significant
215803_at,0.5992,-0.7892253,Not Significant
220472_at,0.5992,0.7829365,Not Significant
214506_at,0.5992,-0.4710608,Not Significant
210452_x_at,0.5992,-0.3293961,Not Significant
214692_s_at,0.5992,-0.4160824,Not Significant
205430_at,0.5992,0.3886482,Not Significant
217281_x_at,0.5992,-0.3267312,Not Significant
208375_at,0.5992,-0.68589,Not Significant
201879_at,0.5992,-0.3547685,Not Significant
206162_x_at,0.5992,-0.4998636,Not Significant
217351_at,0.5992,0.4037601,Not Significant
221139_s_at,0.5992,-0.5990316,Not Significant
206774_at,0.5992,-0.6210465,Not Significant
212119_at,0.5992,-0.6239281,Not Significant
201696_at,0.5992,0.6617046,Not Significant
215335_at,0.5992,-0.5772795,Not Significant
220911_s_at,0.5993,-0.3491103,Not Significant
204350_s_at,0.5993,-0.4923438,Not Significant
216830_at,0.5993,-0.8161265,Not Significant
203619_s_at,0.5993,-0.4091007,Not Significant
207307_at,0.5993,-0.6742849,Not Significant
214140_at,0.5993,-0.5568032,Not Significant
207123_s_at,0.5993,-0.5820202,Not Significant
216751_at,0.5993,-0.3388551,Not Significant
201873_s_at,0.5993,0.2847903,Not Significant
205036_at,0.5993,0.470083,Not Significant
208351_s_at,0.5993,-0.8258031,Not Significant
212703_at,0.5993,-0.4659008,Not Significant
202980_s_at,0.5993,1.0236151,Not Significant
208178_x_at,0.5993,-0.7408343,Not Significant
211149_at,0.5993,-0.944272,Not Significant
217493_x_at,0.5993,-0.4303782,Not Significant
216324_at,0.5993,-0.419871,Not Significant
207691_x_at,0.5993,0.718198,Not Significant
209326_at,0.5993,0.3556541,Not Significant
216489_at,0.5993,-0.5531873,Not Significant
221061_at,0.5993,-0.5135756,Not Significant
204959_at,0.5993,-0.4236481,Not Significant
208066_s_at,0.5993,0.8775219,Not Significant
211487_x_at,0.5993,0.9445534,Not Significant
219773_at,0.5995,-0.3428903,Not Significant
213052_at,0.5995,0.3213982,Not Significant
211550_at,0.5999,-0.3632247,Not Significant
211094_s_at,0.5999,0.823519,Not Significant
216948_at,0.5999,-0.8867014,Not Significant
217120_s_at,0.5999,-0.3855435,Not Significant
212673_at,0.6003,0.3084885,Not Significant
208104_s_at,0.6003,0.7143465,Not Significant
206849_at,0.6004,-0.4239439,Not Significant
207040_s_at,0.6004,0.4167805,Not Significant
220364_at,0.6004,-0.3665211,Not Significant
211750_x_at,0.6004,0.7257835,Not Significant
202648_at,0.6004,-0.6795817,Not Significant
211087_x_at,0.6005,-0.4833209,Not Significant
206832_s_at,0.6005,-0.6126475,Not Significant
210527_x_at,0.6005,0.5890091,Not Significant
212072_s_at,0.6005,0.5899055,Not Significant
208823_s_at,0.6007,-0.6280439,Not Significant
215349_at,0.6009,-0.4629254,Not Significant
203807_x_at,0.6009,-0.4634488,Not Significant
208215_x_at,0.601,-0.8034422,Not Significant
207152_at,0.6011,-0.392822,Not Significant
222056_s_at,0.6011,0.8220958,Not Significant
211662_s_at,0.6011,0.4862092,Not Significant
200078_s_at,0.6011,0.9567805,Not Significant
212963_at,0.6011,-0.7654206,Not Significant
217030_at,0.6011,-0.386135,Not Significant
207140_at,0.6011,-0.3840538,Not Significant
216833_x_at,0.6012,-0.6252459,Not Significant
212440_at,0.6012,0.4484163,Not Significant
204861_s_at,0.6012,0.9694095,Not Significant
218451_at,0.6013,-0.856422,Not Significant
205347_s_at,0.6013,-0.4553638,Not Significant
208712_at,0.6013,1.0937264,Not Significant
204214_s_at,0.6014,-0.3587014,Not Significant
206292_s_at,0.6014,-0.3869625,Not Significant
209688_s_at,0.6014,0.8577411,Not Significant
205370_x_at,0.6014,0.3995461,Not Significant
209824_s_at,0.6014,-0.3212652,Not Significant
212893_at,0.6014,0.3799464,Not Significant
205453_at,0.6014,-0.4110356,Not Significant
220208_at,0.6014,-0.6158125,Not Significant
219849_at,0.6014,0.5637464,Not Significant
210632_s_at,0.6014,-0.3770928,Not Significant
216894_x_at,0.6014,-0.7810136,Not Significant
221768_at,0.6014,0.5199196,Not Significant
203993_x_at,0.6014,-0.381487,Not Significant
202641_at,0.6014,0.4528356,Not Significant
212207_at,0.6017,0.6865271,Not Significant
203146_s_at,0.6017,-0.3420291,Not Significant
204879_at,0.6017,-0.759536,Not Significant
208349_at,0.6017,-0.2955617,Not Significant
218275_at,0.6017,-1.0373512,Not Significant
219537_x_at,0.6017,-0.5819955,Not Significant
204019_s_at,0.6017,0.3931716,Not Significant
201049_s_at,0.6017,0.374739,Not Significant
209027_s_at,0.6017,0.4016192,Not Significant
207167_at,0.6017,-0.6304416,Not Significant
209388_at,0.6017,0.5493914,Not Significant
205308_at,0.6017,-0.649684,Not Significant
214109_at,0.6017,0.3665977,Not Significant
211963_s_at,0.6017,0.4384362,Not Significant
216572_at,0.6017,-0.3413263,Not Significant
212459_x_at,0.6017,0.8723039,Not Significant
209989_at,0.6017,0.5764461,Not Significant
204648_at,0.6017,-0.3676061,Not Significant
206494_s_at,0.6017,-1.1555144,Not Significant
213604_at,0.6017,-0.4024627,Not Significant
206118_at,0.6017,-0.3541869,Not Significant
205777_at,0.6017,-0.3484444,Not Significant
204652_s_at,0.6017,-0.322635,Not Significant
204185_x_at,0.6017,-0.4024672,Not Significant
214489_at,0.6017,0.6420639,Not Significant
214024_s_at,0.6017,-0.5784033,Not Significant
210534_s_at,0.6017,-0.4272501,Not Significant
215093_at,0.6017,-0.3247052,Not Significant
201180_s_at,0.6017,0.3945783,Not Significant
217191_x_at,0.6017,0.6746024,Not Significant
204468_s_at,0.6017,-0.385705,Not Significant
205714_s_at,0.6017,0.6485195,Not Significant
209440_at,0.6017,-0.3504637,Not Significant
205863_at,0.6017,-0.8134882,Not Significant
221330_at,0.6017,-0.4789741,Not Significant
213149_at,0.6019,0.4495726,Not Significant
221990_at,0.6019,-0.4608565,Not Significant
218889_at,0.602,0.4170043,Not Significant
213489_at,0.602,-0.391851,Not Significant
204337_at,0.6021,-0.3735715,Not Significant
216400_at,0.6021,-0.3425377,Not Significant
211421_s_at,0.6021,1.0153015,Not Significant
215329_s_at,0.6021,0.4895379,Not Significant
213972_at,0.6021,-0.5667822,Not Significant
201478_s_at,0.6021,0.6451736,Not Significant
203392_s_at,0.6021,0.5753135,Not Significant
209093_s_at,0.6021,-0.9635712,Not Significant
209517_s_at,0.6021,-0.4460012,Not Significant
210422_x_at,0.6021,-0.5440522,Not Significant
217593_at,0.6021,0.5170243,Not Significant
214448_x_at,0.6021,-0.7151178,Not Significant
219926_at,0.6021,-0.4930288,Not Significant
201772_at,0.6021,-0.3378065,Not Significant
200817_x_at,0.6021,0.458609,Not Significant
216844_at,0.6026,-0.3923146,Not Significant
206070_s_at,0.6027,-0.3998209,Not Significant
218217_at,0.6027,0.6553267,Not Significant
209505_at,0.6028,0.7558787,Not Significant
218279_s_at,0.6028,0.6472654,Not Significant
207575_at,0.6028,-0.421847,Not Significant
204182_s_at,0.6028,-0.3561439,Not Significant
203600_s_at,0.6028,0.3100526,Not Significant
204629_at,0.6028,-0.4053241,Not Significant
222187_x_at,0.6028,0.7218754,Not Significant
202186_x_at,0.603,-0.6519757,Not Significant
209596_at,0.603,0.4808159,Not Significant
220106_at,0.603,-0.4922253,Not Significant
216826_at,0.603,-0.4707702,Not Significant
206076_at,0.603,-0.7119909,Not Significant
211584_s_at,0.603,-0.7495298,Not Significant
203760_s_at,0.6031,-0.4773297,Not Significant
206760_s_at,0.6031,-0.6664544,Not Significant
206000_at,0.6031,-0.5521615,Not Significant
212031_at,0.6031,0.6794983,Not Significant
219799_s_at,0.6031,-0.6034082,Not Significant
209794_at,0.6035,-0.3680017,Not Significant
205913_at,0.6035,-1.1080569,Not Significant
211208_s_at,0.6039,0.5450609,Not Significant
201543_s_at,0.6039,-0.4031592,Not Significant
206418_at,0.6039,-0.5573525,Not Significant
210099_at,0.604,-0.4753312,Not Significant
208325_s_at,0.604,-0.5792741,Not Significant
214412_at,0.6042,-0.5827457,Not Significant
214457_at,0.6042,-0.3433254,Not Significant
217394_at,0.6043,0.7536076,Not Significant
206669_at,0.6044,-0.6059868,Not Significant
216672_s_at,0.6044,-0.3848867,Not Significant
213446_s_at,0.6044,0.6398845,Not Significant
205860_x_at,0.6045,-0.4829233,Not Significant
215210_s_at,0.6046,-0.5784322,Not Significant
203074_at,0.6046,-0.3892082,Not Significant
204428_s_at,0.6047,-0.4319272,Not Significant
208058_s_at,0.6048,-0.5484348,Not Significant
213969_x_at,0.6048,0.8361807,Not Significant
38069_at,0.6048,0.5349874,Not Significant
201590_x_at,0.6048,-0.4347882,Not Significant
219252_s_at,0.6048,-0.5881187,Not Significant
201994_at,0.6048,0.2872164,Not Significant
215445_x_at,0.6048,0.434467,Not Significant
219662_at,0.6048,0.3575013,Not Significant
217464_at,0.6048,-0.3779682,Not Significant
220677_s_at,0.6048,-0.4048328,Not Significant
201065_s_at,0.6048,0.5993464,Not Significant
212686_at,0.6048,0.6338218,Not Significant
219891_at,0.6048,-0.7455486,Not Significant
203921_at,0.6048,-0.3401148,Not Significant
206329_at,0.6048,-0.4892394,Not Significant
217948_at,0.6048,-0.3601507,Not Significant
201952_at,0.6048,0.6040088,Not Significant
212426_s_at,0.6048,0.3448147,Not Significant
209855_s_at,0.6048,-0.345378,Not Significant
204325_s_at,0.6048,-0.6101786,Not Significant
208451_s_at,0.6048,1.2176645,Not Significant
204695_at,0.6048,-0.4117101,Not Significant
204949_at,0.6048,0.8741791,Not Significant
218054_s_at,0.6048,-0.6680855,Not Significant
205881_at,0.6048,-0.468943,Not Significant
206992_s_at,0.6048,0.6231181,Not Significant
210106_at,0.6048,-0.6197697,Not Significant
208069_x_at,0.6048,-0.3869351,Not Significant
209979_at,0.6048,-0.3300784,Not Significant
210411_s_at,0.6048,0.3801793,Not Significant
206086_x_at,0.6048,-0.3043655,Not Significant
203368_at,0.6048,0.4975729,Not Significant
201455_s_at,0.6048,0.7094386,Not Significant
214402_s_at,0.6048,0.8243268,Not Significant
208425_s_at,0.6048,-0.6444921,Not Significant
214579_at,0.6049,-0.3863897,Not Significant
202892_at,0.6051,0.4788126,Not Significant
215055_at,0.6051,-0.4141381,Not Significant
219425_at,0.6051,-0.5509635,Not Significant
221809_at,0.6051,-0.4200259,Not Significant
203938_s_at,0.6051,0.556757,Not Significant
203186_s_at,0.6051,-1.1022367,Not Significant
206617_s_at,0.6051,-0.3206281,Not Significant
201757_at,0.6051,0.7434911,Not Significant
203294_s_at,0.6051,-0.3513534,Not Significant
215229_at,0.6051,-0.4372282,Not Significant
205855_at,0.6051,-0.3345191,Not Significant
213461_at,0.6051,0.7723576,Not Significant
217580_x_at,0.6051,-0.6278002,Not Significant
219840_s_at,0.6051,-0.7680577,Not Significant
217670_at,0.6051,-0.345991,Not Significant
201477_s_at,0.6051,0.395858,Not Significant
202039_at,0.6051,-0.4911405,Not Significant
219168_s_at,0.6054,-0.5429858,Not Significant
211663_x_at,0.6054,-0.34234560000000003,Not Significant
210921_at,0.6054,0.6742097,Not Significant
214106_s_at,0.6055,-0.534313,Not Significant
206889_at,0.6056,-0.3520837,Not Significant
216524_x_at,0.6056,0.5550841,Not Significant
203162_s_at,0.6056,-0.3901961,Not Significant
200910_at,0.6056,0.6170017,Not Significant
211472_at,0.6056,-0.7225801,Not Significant
202025_x_at,0.6057,0.6473807,Not Significant
212883_at,0.6058,-0.6206683,Not Significant
215408_at,0.6058,-0.3374284,Not Significant
220792_at,0.606,-0.3193391,Not Significant
214634_at,0.606,0.5650182,Not Significant
81811_at,0.606,0.4067461,Not Significant
207950_s_at,0.606,-0.4614851,Not Significant
211910_at,0.606,-0.3946129,Not Significant
211494_s_at,0.606,-0.3521164,Not Significant
219101_x_at,0.606,-0.8352711,Not Significant
200095_x_at,0.606,0.3152488,Not Significant
206680_at,0.606,0.5482148,Not Significant
211393_at,0.606,-0.4589665,Not Significant
222137_at,0.606,-0.5782163,Not Significant
221451_s_at,0.606,-0.6283791,Not Significant
200693_at,0.606,0.3767008,Not Significant
205362_s_at,0.606,-0.3185982,Not Significant
210873_x_at,0.606,-0.5817491,Not Significant
205849_s_at,0.606,0.3896912,Not Significant
203753_at,0.606,-0.4114256,Not Significant
213309_at,0.606,-0.704263,Not Significant
212066_s_at,0.606,0.4143071,Not Significant
207651_at,0.606,-0.4214649,Not Significant
218675_at,0.606,-0.3982459,Not Significant
208789_at,0.606,-0.834692,Not Significant
210408_s_at,0.606,-0.3850937,Not Significant
217375_at,0.606,-0.474605,Not Significant
215588_x_at,0.6061,-0.426877,Not Significant
212523_s_at,0.6061,0.6378798,Not Significant
214309_s_at,0.6061,-0.42923,Not Significant
212681_at,0.6061,-1.1170619,Not Significant
214820_at,0.6061,0.3252733,Not Significant
201501_s_at,0.6061,0.4515636,Not Significant
216805_at,0.6063,-0.4346767,Not Significant
215762_at,0.6063,-0.499071,Not Significant
206253_at,0.6063,0.5540425,Not Significant
201601_x_at,0.6063,0.8928884,Not Significant
205251_at,0.6063,0.4167998,Not Significant
211902_x_at,0.6063,-0.3964861,Not Significant
211593_s_at,0.6063,-0.4525857,Not Significant
216629_at,0.6063,-0.6888711,Not Significant
214063_s_at,0.6063,-1.2746723,Not Significant
211097_s_at,0.6063,0.3455325,Not Significant
218974_at,0.6063,-0.4036348,Not Significant
212445_s_at,0.6063,1.0019214,Not Significant
202108_at,0.6063,-0.669548,Not Significant
219476_at,0.6063,-0.451993,Not Significant
204758_s_at,0.6064,-0.369922,Not Significant
200856_x_at,0.6065,-0.4800733,Not Significant
217082_at,0.6067,-0.462376,Not Significant
47553_at,0.6067,-0.6764192,Not Significant
216258_s_at,0.6067,-0.7070037,Not Significant
215678_at,0.6067,-0.4625505,Not Significant
211773_s_at,0.6067,-0.3641283,Not Significant
215869_at,0.6067,-0.6368429,Not Significant
200024_at,0.6067,0.5887555,Not Significant
220392_at,0.6067,-0.6431541,Not Significant
206279_at,0.6069,0.4004044,Not Significant
214769_at,0.6069,-0.4058545,Not Significant
204534_at,0.6072,-1.0441248,Not Significant
212462_at,0.6072,0.5549901,Not Significant
207101_at,0.6072,-0.626509,Not Significant
221820_s_at,0.6072,-0.3351563,Not Significant
203905_at,0.6072,-0.3696717,Not Significant
213738_s_at,0.6072,0.4651927,Not Significant
203163_at,0.6072,-0.400298,Not Significant
214719_at,0.6072,0.4673646,Not Significant
218557_at,0.6072,0.4458768,Not Significant
221745_at,0.6072,-0.5000423,Not Significant
212758_s_at,0.6073,-0.2852718,Not Significant
202601_s_at,0.6074,-0.5833397,Not Significant
203225_s_at,0.6074,0.4363543,Not Significant
201728_s_at,0.6074,-0.3745306,Not Significant
213553_x_at,0.6077,0.465435,Not Significant
202659_at,0.6077,0.8073317,Not Significant
214965_at,0.6077,-0.3855417,Not Significant
41660_at,0.6078,1.0187369,Not Significant
210402_at,0.608,-0.7154803,Not Significant
219160_s_at,0.6082,-0.5162707,Not Significant
209041_s_at,0.6082,-0.462225,Not Significant
218427_at,0.6082,0.3502069,Not Significant
201954_at,0.6082,0.3656532,Not Significant
203726_s_at,0.6082,0.8428716,Not Significant
203328_x_at,0.6082,-0.3356566,Not Significant
218009_s_at,0.6082,1.3393459,Not Significant
215795_at,0.6083,-0.3257453,Not Significant
213957_s_at,0.6083,-0.3422159,Not Significant
201973_s_at,0.6083,0.329249,Not Significant
210911_at,0.6083,-0.7042384,Not Significant
207541_s_at,0.6083,0.8152392,Not Significant
202539_s_at,0.6085,0.7630138,Not Significant
203003_at,0.6085,0.3894208,Not Significant
217846_at,0.6085,0.3536301,Not Significant
217026_at,0.6085,0.3630137,Not Significant
203027_s_at,0.6088,-0.4052901,Not Significant
216771_at,0.6088,0.6788079,Not Significant
216033_s_at,0.6088,-0.6506778,Not Significant
212658_at,0.6088,0.3736455,Not Significant
206289_at,0.6092,-0.4807019,Not Significant
205448_s_at,0.6092,-0.4020647,Not Significant
203808_at,0.6092,-0.3517091,Not Significant
210431_at,0.6092,-0.4405459,Not Significant
209249_s_at,0.6092,0.941567,Not Significant
207922_s_at,0.6092,0.3083576,Not Significant
217466_x_at,0.6092,0.4429466,Not Significant
200805_at,0.6092,0.5200973,Not Significant
205955_at,0.6092,-0.4802094,Not Significant
205281_s_at,0.6092,0.9902843,Not Significant
202754_at,0.6092,0.308976,Not Significant
214080_x_at,0.6092,-0.502164,Not Significant
218022_at,0.6094,-0.4161418,Not Significant
206218_at,0.6094,-0.3802172,Not Significant
218070_s_at,0.6094,-0.3243053,Not Significant
210385_s_at,0.6094,-0.3822506,Not Significant
211900_x_at,0.6094,-0.4133155,Not Significant
211181_x_at,0.6094,-0.4955419,Not Significant
222249_at,0.6094,-0.3937621,Not Significant
214287_s_at,0.6096,-0.8573813,Not Significant
211376_s_at,0.6097,0.4384784,Not Significant
212124_at,0.6098,0.6860879,Not Significant
216749_at,0.6098,0.8649981,Not Significant
220002_at,0.6098,-0.3410659,Not Significant
207972_at,0.6098,-0.3295186,Not Significant
207347_at,0.6098,-0.419687,Not Significant
207446_at,0.6102,-0.3958918,Not Significant
210562_at,0.6102,-0.3937666,Not Significant
205179_s_at,0.6102,-0.5763885,Not Significant
203879_at,0.6102,0.4736265,Not Significant
216449_x_at,0.6102,0.8577634,Not Significant
220349_s_at,0.6102,0.347516,Not Significant
222268_x_at,0.6102,-0.6688073,Not Significant
212252_at,0.6102,-0.7012618,Not Significant
64486_at,0.6102,-0.3293555,Not Significant
207626_s_at,0.6102,-0.6327939,Not Significant
204229_at,0.6102,-0.4341431,Not Significant
215168_at,0.6102,-0.7494605,Not Significant
217291_at,0.6102,-0.7475225,Not Significant
207683_at,0.6102,-0.5182601,Not Significant
217898_at,0.6102,0.4827739,Not Significant
206543_at,0.6102,0.900506,Not Significant
211144_x_at,0.6102,-0.7049221,Not Significant
219175_s_at,0.6102,-0.6024346,Not Significant
207720_at,0.6102,-0.5687748,Not Significant
218610_s_at,0.6102,-0.6809887,Not Significant
209247_s_at,0.6102,-0.3332174,Not Significant
34406_at,0.6102,-0.3638051,Not Significant
205948_at,0.6102,-0.3594429,Not Significant
202813_at,0.6102,0.3572115,Not Significant
207672_at,0.6102,-0.3468962,Not Significant
221161_at,0.6102,-0.3691913,Not Significant
205676_at,0.6105,0.3987366,Not Significant
206493_at,0.6105,0.3959922,Not Significant
220522_at,0.6105,-0.6154323,Not Significant
204213_at,0.6105,-0.5216298,Not Significant
202533_s_at,0.6105,-0.4788241,Not Significant
214120_at,0.6105,-0.5667683,Not Significant
200967_at,0.6105,0.3526657,Not Significant
207120_at,0.6105,-0.3291489,Not Significant
208856_x_at,0.6105,0.3707963,Not Significant
211454_x_at,0.6105,-0.6418816,Not Significant
219689_at,0.6105,-0.3274438,Not Significant
216077_s_at,0.6105,-0.410008,Not Significant
217295_at,0.6105,-0.3928142,Not Significant
218581_at,0.6107,-0.2954642,Not Significant
211280_s_at,0.6107,-0.6981181,Not Significant
207296_at,0.6107,-0.525457,Not Significant
207346_at,0.6107,-0.3371578,Not Significant
201583_s_at,0.6107,-0.4347369,Not Significant
210907_s_at,0.6107,-0.3097852,Not Significant
214351_x_at,0.6107,0.4394057,Not Significant
203451_at,0.6107,-0.3032739,Not Significant
206249_at,0.6107,0.5258568,Not Significant
210313_at,0.611,-0.5086004,Not Significant
205105_at,0.6111,0.5613702,Not Significant
208811_s_at,0.6111,-0.3810201,Not Significant
206020_at,0.6111,0.6138605,Not Significant
203569_s_at,0.6111,0.4851154,Not Significant
210984_x_at,0.6111,-0.343886,Not Significant
214839_at,0.6111,0.4442678,Not Significant
35254_at,0.6111,0.4423578,Not Significant
202182_at,0.6111,0.3926828,Not Significant
221235_s_at,0.6111,-0.3753604,Not Significant
218778_x_at,0.6111,-0.6187936,Not Significant
206380_s_at,0.6111,-0.4404608,Not Significant
200738_s_at,0.6111,0.3513929,Not Significant
216534_at,0.6111,-0.3989808,Not Significant
221350_at,0.6111,-0.7107673,Not Significant
220238_s_at,0.6111,-0.9950606,Not Significant
202062_s_at,0.6111,0.4263795,Not Significant
212380_at,0.6111,0.3606651,Not Significant
220768_s_at,0.6111,0.3850727,Not Significant
204434_at,0.6111,-0.4733845,Not Significant
218498_s_at,0.6111,0.4962328,Not Significant
201136_at,0.6111,0.3567885,Not Significant
215591_at,0.6111,-0.3369074,Not Significant
218929_at,0.6111,0.5624335,Not Significant
219826_at,0.6111,-0.4358512,Not Significant
222341_x_at,0.6111,-0.498014,Not Significant
205324_s_at,0.6111,-0.3562263,Not Significant
206629_at,0.6111,-0.4151333,Not Significant
202810_at,0.6111,0.3910058,Not Significant
209512_at,0.6111,-0.6884307,Not Significant
203748_x_at,0.6111,-0.4249752,Not Significant
222230_s_at,0.6116,0.7892109,Not Significant
200878_at,0.6116,-1.1452268,Not Significant
214476_at,0.6116,-0.3141274,Not Significant
202515_at,0.6116,0.3149615,Not Significant
208840_s_at,0.6116,-0.7173305,Not Significant
220940_at,0.6116,0.3452863,Not Significant
205019_s_at,0.6116,-0.8575702,Not Significant
221766_s_at,0.6116,0.5466849,Not Significant
219181_at,0.6117,-0.5170361,Not Significant
216774_at,0.6119,-0.6203767,Not Significant
209986_at,0.6119,-0.6033364,Not Significant
216507_at,0.6119,-0.3479945,Not Significant
206297_at,0.6119,-0.3990538,Not Significant
214231_s_at,0.6125,-0.4595984,Not Significant
213563_s_at,0.6125,-0.4174028,Not Significant
222149_x_at,0.6125,0.4653342,Not Significant
203285_s_at,0.6125,0.8218589,Not Significant
207288_at,0.6125,-0.5875213,Not Significant
215237_at,0.6125,-0.2827367,Not Significant
214045_at,0.6125,-0.3454591,Not Significant
220873_at,0.6126,-0.481562,Not Significant
208785_s_at,0.6126,-0.3438602,Not Significant
214216_s_at,0.6126,-0.3449886,Not Significant
204438_at,0.6127,-0.3232633,Not Significant
209148_at,0.6128,0.3156487,Not Significant
206031_s_at,0.6128,-0.4631928,Not Significant
205986_at,0.6128,0.2982323,Not Significant
219393_s_at,0.613,-0.5289772,Not Significant
212419_at,0.613,-0.892021,Not Significant
213355_at,0.613,-0.5307109,Not Significant
214949_at,0.613,0.8576173,Not Significant
213104_at,0.613,0.566456,Not Significant
214784_x_at,0.613,0.5677167,Not Significant
217443_at,0.613,-0.4212047,Not Significant
206644_at,0.613,-0.467432,Not Significant
216336_x_at,0.6134,-0.3997085,Not Significant
203383_s_at,0.6134,-0.3715549,Not Significant
215330_at,0.6134,0.6412528,Not Significant
213963_s_at,0.6135,0.3632117,Not Significant
213259_s_at,0.6136,-0.3499038,Not Significant
215479_at,0.6136,-0.3033034,Not Significant
206001_at,0.6136,-0.6892114,Not Significant
211491_at,0.6136,-0.7397174,Not Significant
215715_at,0.6138,-0.3768246,Not Significant
218395_at,0.614,0.8166501,Not Significant
219517_at,0.6141,0.5611648,Not Significant
202457_s_at,0.6141,0.6955327,Not Significant
215400_x_at,0.6141,-0.4429025,Not Significant
202927_at,0.6141,-0.4622475,Not Significant
203450_at,0.6143,-0.3955806,Not Significant
208891_at,0.6143,0.4205731,Not Significant
217765_at,0.6147,0.6001171,Not Significant
202336_s_at,0.6147,1.0559608,Not Significant
202121_s_at,0.6148,0.384037,Not Significant
213612_x_at,0.6148,0.326471,Not Significant
204472_at,0.6148,-0.3774644,Not Significant
218761_at,0.6149,0.9754914,Not Significant
216153_x_at,0.615,0.3831601,Not Significant
205441_at,0.615,-0.4906696,Not Significant
212381_at,0.615,-0.4951594,Not Significant
207892_at,0.615,-0.4299986,Not Significant
220011_at,0.615,-0.6206027,Not Significant
209953_s_at,0.6151,-0.3727835,Not Significant
213125_at,0.6151,-0.4057886,Not Significant
201067_at,0.6151,0.4472523,Not Significant
207538_at,0.6151,-0.898441,Not Significant
204059_s_at,0.6151,-0.402631,Not Significant
221987_s_at,0.6151,-0.7363682,Not Significant
210920_x_at,0.6152,0.388293,Not Significant
218345_at,0.6152,-0.5263435,Not Significant
222221_x_at,0.6153,-0.4536879,Not Significant
47530_at,0.6156,0.3376399,Not Significant
205139_s_at,0.6156,0.2985701,Not Significant
210547_x_at,0.6156,-0.3696923,Not Significant
215398_at,0.6156,-0.4369714,Not Significant
213471_at,0.6156,-0.3649597,Not Significant
220828_s_at,0.6156,-0.4072611,Not Significant
216485_s_at,0.6156,-0.5875433,Not Significant
208141_s_at,0.6156,0.3190015,Not Significant
210434_x_at,0.6156,0.2835403,Not Significant
221380_at,0.6156,-0.4643866,Not Significant
218239_s_at,0.6156,0.3403403,Not Significant
214914_at,0.6156,-0.2995132,Not Significant
206779_s_at,0.6157,-0.7133397,Not Significant
204642_at,0.6157,-1.0319991,Not Significant
202840_at,0.6157,0.3183949,Not Significant
217728_at,0.6157,-0.750264,Not Significant
221741_s_at,0.6157,0.5910263,Not Significant
207599_at,0.6157,-0.3711902,Not Significant
216333_x_at,0.6157,-0.5596091,Not Significant
207984_s_at,0.6157,-0.7745939,Not Significant
211674_x_at,0.6157,-0.3870691,Not Significant
211099_s_at,0.6157,-0.8358493,Not Significant
218084_x_at,0.6157,-0.330109,Not Significant
202651_at,0.6157,0.6076493,Not Significant
218035_s_at,0.6157,0.4470412,Not Significant
214604_at,0.6157,0.4383455,Not Significant
201831_s_at,0.6157,-0.4433209,Not Significant
204467_s_at,0.6157,-0.3869924,Not Significant
201058_s_at,0.6157,-0.5336726,Not Significant
202514_at,0.6157,0.5598253,Not Significant
210134_x_at,0.6157,-0.3648153,Not Significant
