Gene_Id,padj,logFC,Classification
201017_at,0.6157,0.721021,Not Significant
218739_at,0.6157,-0.7152858,Not Significant
215729_s_at,0.6157,-0.5112813,Not Significant
200940_s_at,0.6157,0.6690828,Not Significant
216347_s_at,0.6157,0.6390115,Not Significant
218571_s_at,0.6157,0.6547823,Not Significant
211911_x_at,0.6157,0.4978152,Not Significant
202464_s_at,0.6157,-0.8042028,Not Significant
203841_x_at,0.6157,-0.4528203,Not Significant
213314_at,0.6157,-0.4810149,Not Significant
202842_s_at,0.6157,0.2824665,Not Significant
216695_s_at,0.6157,-0.6999959,Not Significant
215972_at,0.6157,0.3862252,Not Significant
221396_at,0.6157,-0.5978672,Not Significant
204004_at,0.6159,0.3928233,Not Significant
201245_s_at,0.6159,0.5484736,Not Significant
215755_at,0.6159,0.3742865,Not Significant
203988_s_at,0.616,0.6283288,Not Significant
214780_s_at,0.616,0.28986459999999997,Not Significant
207283_at,0.616,0.324031,Not Significant
217611_at,0.616,-0.7318248,Not Significant
200793_s_at,0.616,-0.6417341,Not Significant
211634_x_at,0.616,-0.5938153,Not Significant
204482_at,0.616,-0.6408248,Not Significant
210906_x_at,0.616,-0.3314971,Not Significant
206915_at,0.616,-0.5924802,Not Significant
214681_at,0.616,0.716422,Not Significant
201000_at,0.616,0.3610845,Not Significant
219923_at,0.616,0.399816,Not Significant
206033_s_at,0.616,0.4408149,Not Significant
211347_at,0.616,-0.5557801,Not Significant
215952_s_at,0.616,0.5014149,Not Significant
217107_at,0.616,0.3826715,Not Significant
210084_x_at,0.616,-0.3648011,Not Significant
43427_at,0.616,-1.3480347,Not Significant
217000_at,0.616,-0.5087342,Not Significant
204687_at,0.616,-0.3170644,Not Significant
202304_at,0.616,0.8738468,Not Significant
220666_at,0.616,-0.3839093,Not Significant
207109_at,0.616,-0.555373,Not Significant
210013_at,0.616,-0.3246577,Not Significant
213544_at,0.6162,-0.3381219,Not Significant
214804_at,0.6162,0.4830199,Not Significant
212689_s_at,0.6165,0.394864,Not Significant
210886_x_at,0.6165,-0.3254728,Not Significant
210027_s_at,0.6165,0.5173008,Not Significant
206894_at,0.6165,-0.5546818,Not Significant
217871_s_at,0.6167,0.7048847,Not Significant
204408_at,0.6167,-0.576825,Not Significant
202353_s_at,0.6167,0.3946395,Not Significant
205655_at,0.6168,0.5009656,Not Significant
216989_at,0.6168,-0.3979905,Not Significant
221273_s_at,0.6169,-0.5940774,Not Significant
207726_at,0.6169,-0.4734986,Not Significant
200680_x_at,0.6169,0.3395446,Not Significant
200083_at,0.6169,0.2625712,Not Significant
206621_s_at,0.617,0.383691,Not Significant
206579_at,0.617,-0.305399,Not Significant
212259_s_at,0.6171,-0.7672583,Not Significant
219570_at,0.6171,0.5466054,Not Significant
37201_at,0.6171,-0.8012601,Not Significant
203041_s_at,0.6171,1.0611046,Not Significant
220963_s_at,0.6171,-0.4636331,Not Significant
205028_at,0.6171,-0.4945345,Not Significant
205522_at,0.6171,-0.446509,Not Significant
221925_s_at,0.6171,-0.434482,Not Significant
218930_s_at,0.6171,0.5330597,Not Significant
206732_at,0.6171,-0.5381153,Not Significant
203681_at,0.6171,-0.3664384,Not Significant
210410_s_at,0.6171,-0.3535395,Not Significant
221719_s_at,0.6171,-0.5780464,Not Significant
210618_at,0.6171,0.5254091,Not Significant
211070_x_at,0.6171,0.4200534,Not Significant
215743_at,0.6171,-0.4807049,Not Significant
205701_at,0.6171,0.4767785,Not Significant
207085_x_at,0.6171,-0.6008461,Not Significant
212253_x_at,0.6171,-0.8506816,Not Significant
202373_s_at,0.6171,0.4178435,Not Significant
210234_at,0.6171,-0.5163736,Not Significant
48580_at,0.6171,-0.4537499,Not Significant
204817_at,0.6171,0.4247876,Not Significant
211034_s_at,0.6171,0.3705169,Not Significant
201673_s_at,0.6171,-0.3639877,Not Significant
201404_x_at,0.6171,-0.3854474,Not Significant
205886_at,0.6171,-0.4584016,Not Significant
222286_at,0.6171,-0.9732486,Not Significant
219748_at,0.6171,-0.5148505,Not Significant
204595_s_at,0.6171,0.4797529,Not Significant
211104_s_at,0.6171,-0.7056613,Not Significant
202889_x_at,0.6171,-0.5127469,Not Significant
211434_s_at,0.6171,-0.5334854,Not Significant
217819_at,0.6173,0.331368,Not Significant
221340_at,0.6175,-0.3522661,Not Significant
208832_at,0.6175,0.2955374,Not Significant
203143_s_at,0.6175,0.513914,Not Significant
214585_s_at,0.6175,0.6398516,Not Significant
201765_s_at,0.6175,0.3091931,Not Significant
208021_s_at,0.6176,0.8583774,Not Significant
216667_at,0.6176,-0.3195936,Not Significant
208257_x_at,0.6178,-0.3114127,Not Significant
212653_s_at,0.6178,-0.6809957,Not Significant
218950_at,0.6179,0.4586067,Not Significant
205090_s_at,0.6179,-0.355159,Not Significant
211989_at,0.6179,0.5451347,Not Significant
216214_at,0.6179,0.5608027,Not Significant
214700_x_at,0.6179,0.5535039,Not Significant
222380_s_at,0.6179,0.4285416,Not Significant
211000_s_at,0.6179,-0.3804225,Not Significant
207728_at,0.6179,0.7939991,Not Significant
217325_at,0.6179,0.514732,Not Significant
219103_at,0.6179,-0.4050503,Not Significant
213615_at,0.6179,-0.4659671,Not Significant
211689_s_at,0.6179,-0.4201581,Not Significant
AFFX-HSAC07/X00351_5_at,0.6179,-0.3285113,Not Significant
221122_at,0.6179,0.5082839,Not Significant
221898_at,0.6179,0.4551116,Not Significant
217376_at,0.6179,-0.4062555,Not Significant
219511_s_at,0.6179,-0.3451808,Not Significant
215184_at,0.6179,-0.5602819,Not Significant
221886_at,0.6179,-0.7313665,Not Significant
209034_at,0.6179,-0.3839825,Not Significant
202886_s_at,0.6179,-0.3136181,Not Significant
213649_at,0.6179,-0.4595323,Not Significant
213009_s_at,0.6179,0.7920787,Not Significant
205415_s_at,0.6179,0.7414981,Not Significant
220884_at,0.6179,-0.750902,Not Significant
214625_s_at,0.6179,-0.4801042,Not Significant
208255_s_at,0.6179,-0.693204,Not Significant
207690_at,0.6179,-0.4720266,Not Significant
221757_at,0.6179,-0.3775931,Not Significant
50374_at,0.6179,0.4325045,Not Significant
203826_s_at,0.6181,-0.6030671,Not Significant
214698_at,0.6182,0.4476235,Not Significant
201040_at,0.6183,-0.4429104,Not Significant
214194_at,0.6184,-0.6541814,Not Significant
205443_at,0.6185,-0.3437823,Not Significant
202856_s_at,0.6185,-0.5117747,Not Significant
215440_s_at,0.6185,0.326867,Not Significant
216064_s_at,0.6185,-0.3668081,Not Significant
206642_at,0.6187,-0.3281958,Not Significant
205203_at,0.6187,0.529569,Not Significant
204443_at,0.6193,-0.7236719,Not Significant
221358_at,0.6193,0.4005653,Not Significant
205416_s_at,0.6193,0.2884128,Not Significant
208213_s_at,0.6193,0.4435515,Not Significant
222167_at,0.6193,-0.3032041,Not Significant
215188_at,0.6193,-0.5686324,Not Significant
218890_x_at,0.6193,-0.5180021,Not Significant
200629_at,0.6193,-0.339456,Not Significant
220199_s_at,0.6193,0.7242781,Not Significant
213429_at,0.6193,-0.2969466,Not Significant
218045_x_at,0.6196,-0.4689028,Not Significant
218787_x_at,0.6198,-0.5707944,Not Significant
206308_at,0.6198,-0.434072,Not Significant
201844_s_at,0.6198,0.6398324,Not Significant
221654_s_at,0.6198,0.5046611,Not Significant
204728_s_at,0.6198,0.5485148,Not Significant
213269_at,0.6202,0.7225557,Not Significant
206767_at,0.6202,-0.3118662,Not Significant
205462_s_at,0.6202,-0.4878452,Not Significant
203950_s_at,0.6202,0.5323999,Not Significant
217824_at,0.6202,-0.4657278,Not Significant
219231_at,0.6203,0.2834369,Not Significant
213332_at,0.6205,-0.4024024,Not Significant
207117_at,0.6209,-0.3844515,Not Significant
207771_at,0.6213,-0.5500867,Not Significant
211496_s_at,0.6215,-0.9979371,Not Significant
208391_s_at,0.6215,-0.5035229,Not Significant
201709_s_at,0.6215,-0.3369017,Not Significant
209585_s_at,0.6215,0.6202003,Not Significant
217476_at,0.6219,-0.3882918,Not Significant
204268_at,0.6219,-0.2732188,Not Significant
213862_at,0.6219,-0.6788934,Not Significant
216813_at,0.6219,0.993532,Not Significant
203791_at,0.6219,1.0777907,Not Significant
220800_s_at,0.622,0.5290149,Not Significant
202857_at,0.622,0.7383335,Not Significant
211328_x_at,0.622,-0.5046856,Not Significant
209006_s_at,0.6221,0.4926455,Not Significant
221067_s_at,0.6222,-0.4059246,Not Significant
221303_at,0.6222,-0.707282,Not Significant
204024_at,0.6222,-0.4653653,Not Significant
217974_at,0.6222,0.4172272,Not Significant
206789_s_at,0.6222,-0.7513743,Not Significant
203697_at,0.6222,0.4567492,Not Significant
207825_s_at,0.6222,-0.9244051,Not Significant
208289_s_at,0.6224,0.5045604,Not Significant
213398_s_at,0.6224,0.5723396,Not Significant
219268_at,0.6224,-0.3334809,Not Significant
35776_at,0.6224,-0.4490118,Not Significant
208076_at,0.6224,-0.3893842,Not Significant
209627_s_at,0.6224,-0.402807,Not Significant
217472_at,0.6224,-0.5360865,Not Significant
213307_at,0.6226,-0.34344,Not Significant
218350_s_at,0.6227,0.3709468,Not Significant
202822_at,0.6227,-0.3449829,Not Significant
219524_s_at,0.6227,-0.6700222,Not Significant
214097_at,0.6229,0.6003884,Not Significant
212081_x_at,0.623,-0.5333353,Not Significant
207245_at,0.6232,-0.361726,Not Significant
206014_at,0.6232,-0.3633181,Not Significant
200879_s_at,0.6232,-0.4162377,Not Significant
218151_x_at,0.6234,0.2992335,Not Significant
209798_at,0.6235,-0.3299275,Not Significant
203640_at,0.6235,0.6731746,Not Significant
210175_at,0.6236,0.4460688,Not Significant
1729_at,0.6236,0.5165628,Not Significant
221154_at,0.6236,-0.4665211,Not Significant
212973_at,0.6236,0.5380344,Not Significant
220999_s_at,0.6236,-0.5664825,Not Significant
220679_s_at,0.6236,-0.3153959,Not Significant
221156_x_at,0.6236,0.4430529,Not Significant
213950_s_at,0.6236,-0.5003065,Not Significant
217361_at,0.6236,-0.4265728,Not Significant
219453_at,0.6236,-0.5332077,Not Significant
214744_s_at,0.6236,-0.5663755,Not Significant
207285_x_at,0.6236,-0.4811792,Not Significant
205613_at,0.6236,0.3759364,Not Significant
202745_at,0.6236,-0.4792041,Not Significant
210791_s_at,0.6236,0.494036,Not Significant
216752_at,0.6236,-0.7053428,Not Significant
218428_s_at,0.6242,0.3269815,Not Significant
219814_at,0.6242,-0.3765189,Not Significant
220178_at,0.6242,-0.4151182,Not Significant
213165_at,0.6242,0.4345891,Not Significant
202598_at,0.6242,-0.3672752,Not Significant
203604_at,0.6242,0.5586087,Not Significant
202369_s_at,0.6242,0.5606493,Not Significant
201893_x_at,0.6242,-0.4704889,Not Significant
206512_at,0.6242,-0.2956632,Not Significant
216744_at,0.6242,-0.4118189,Not Significant
211846_s_at,0.6242,-0.4541393,Not Significant
211325_x_at,0.6242,0.7619276,Not Significant
213083_at,0.6242,0.6064922,Not Significant
214295_at,0.6242,0.5947331,Not Significant
213254_at,0.6242,-0.5954304,Not Significant
219765_at,0.6242,-0.5608566,Not Significant
216726_at,0.6242,0.3975807,Not Significant
212347_x_at,0.6242,-0.3739333,Not Significant
209160_at,0.6242,-1.3285587,Not Significant
220904_at,0.6242,-0.6419578,Not Significant
206039_at,0.6242,-0.6219812,Not Significant
211997_x_at,0.6242,0.3215916,Not Significant
210448_s_at,0.6242,-0.5285226,Not Significant
64899_at,0.6242,-0.6238712,Not Significant
205718_at,0.6242,0.3470343,Not Significant
212764_at,0.6242,-0.4026854,Not Significant
206790_s_at,0.6243,0.4724395,Not Significant
217315_s_at,0.6245,-0.3839721,Not Significant
208597_at,0.6245,-0.6859206,Not Significant
216363_at,0.6245,-0.2794752,Not Significant
212280_x_at,0.6245,0.5258512,Not Significant
205503_at,0.6245,-0.5034431,Not Significant
38241_at,0.6245,-0.8324656,Not Significant
221882_s_at,0.6245,0.4807691,Not Significant
201358_s_at,0.6245,0.3748274,Not Significant
217370_x_at,0.6245,0.3583602,Not Significant
216016_at,0.6245,-0.426155,Not Significant
214987_at,0.6245,0.4415638,Not Significant
221661_at,0.6245,0.7894095,Not Significant
208575_at,0.6245,-0.3966403,Not Significant
211026_s_at,0.6249,-0.2991964,Not Significant
203928_x_at,0.6249,-0.4145716,Not Significant
216631_s_at,0.6249,-0.4031451,Not Significant
210266_s_at,0.6249,0.8072412,Not Significant
209819_at,0.6249,-0.3025245,Not Significant
221049_s_at,0.6249,-0.4186211,Not Significant
210407_at,0.6249,-0.3368464,Not Significant
210741_at,0.6249,0.5833033,Not Significant
214492_at,0.625,0.5626892,Not Significant
208876_s_at,0.625,-0.4949591,Not Significant
209453_at,0.625,-0.5819675,Not Significant
203665_at,0.625,-0.4244411,Not Significant
212537_x_at,0.625,0.3817542,Not Significant
215582_x_at,0.6251,0.4929069,Not Significant
200718_s_at,0.6251,0.3130339,Not Significant
207931_s_at,0.6251,0.5201543,Not Significant
207482_at,0.6253,-0.283119,Not Significant
205043_at,0.6255,-0.5748192,Not Significant
204063_s_at,0.6255,0.3673757,Not Significant
210256_s_at,0.6255,-0.5469245,Not Significant
64440_at,0.6255,0.3083898,Not Significant
210577_at,0.6255,-0.3140367,Not Significant
211794_at,0.6255,-0.3746915,Not Significant
206805_at,0.6259,-0.492617,Not Significant
219415_at,0.6259,-0.371172,Not Significant
208445_s_at,0.6259,-0.5833719,Not Significant
216491_x_at,0.6259,-0.656605,Not Significant
217704_x_at,0.6259,0.4302513,Not Significant
203722_at,0.6259,0.3867081,Not Significant
211341_at,0.6259,0.4071529,Not Significant
212821_at,0.6259,-0.2772218,Not Significant
210404_x_at,0.6259,-0.4599601,Not Significant
208687_x_at,0.6259,0.9301209,Not Significant
214135_at,0.6259,-0.4370305,Not Significant
203749_s_at,0.6259,-0.4719626,Not Significant
200989_at,0.6259,0.3980294,Not Significant
204520_x_at,0.6259,0.3644538,Not Significant
208935_s_at,0.6263,0.8738697,Not Significant
203823_at,0.6264,-0.4497749,Not Significant
218701_at,0.6264,-0.3179173,Not Significant
211598_x_at,0.6267,-0.702922,Not Significant
215035_at,0.6269,-0.3623038,Not Significant
216163_at,0.6269,-0.4865889,Not Significant
218941_at,0.6269,-0.3311427,Not Significant
217185_s_at,0.6269,-0.3336922,Not Significant
210038_at,0.6269,0.3659013,Not Significant
202232_s_at,0.6269,0.5818901,Not Significant
213994_s_at,0.6269,-0.4542277,Not Significant
208956_x_at,0.6269,0.3187002,Not Significant
201341_at,0.6269,-0.6386798,Not Significant
202597_at,0.627,0.462463,Not Significant
36019_at,0.6271,-0.3648642,Not Significant
210040_at,0.6271,0.4037933,Not Significant
201546_at,0.6271,0.5812975,Not Significant
204818_at,0.6271,-0.6986629,Not Significant
203471_s_at,0.6271,-0.3730765,Not Significant
207179_at,0.6271,-0.3881867,Not Significant
221013_s_at,0.6271,-0.3449373,Not Significant
207495_at,0.6271,-0.7183086,Not Significant
218877_s_at,0.6271,0.7777011,Not Significant
216713_at,0.6271,1.2740999,Not Significant
209630_s_at,0.6271,0.4008639,Not Significant
218805_at,0.6271,-0.5833101,Not Significant
212704_at,0.6271,-0.3774523,Not Significant
221252_s_at,0.6271,0.7091638,Not Significant
220423_at,0.6271,-0.3982316,Not Significant
217616_at,0.6271,0.5476193,Not Significant
204800_s_at,0.6271,0.6880063,Not Significant
218626_at,0.6271,0.3985055,Not Significant
32502_at,0.6271,-0.4152589,Not Significant
202351_at,0.6271,0.4426427,Not Significant
220838_at,0.6271,-0.6280575,Not Significant
209538_at,0.6271,-0.5081133,Not Significant
216172_at,0.6271,-0.4289823,Not Significant
214514_at,0.6271,-0.5666062,Not Significant
214571_at,0.6271,0.5880975,Not Significant
220725_x_at,0.6271,0.4184465,Not Significant
210706_s_at,0.6271,0.3282662,Not Significant
209961_s_at,0.6271,0.465583,Not Significant
210435_at,0.6271,-0.4544689,Not Significant
205763_s_at,0.6272,0.7779963,Not Significant
212924_s_at,0.6272,-0.4824645,Not Significant
202664_at,0.6272,-0.4939815,Not Significant
217373_x_at,0.6272,-0.6022787,Not Significant
208028_s_at,0.6272,-0.8309216,Not Significant
212455_at,0.6272,0.3553126,Not Significant
212796_s_at,0.6272,0.3396734,Not Significant
217906_at,0.6272,0.3001553,Not Significant
212229_s_at,0.6272,0.3287666,Not Significant
204009_s_at,0.6272,0.2771436,Not Significant
202119_s_at,0.6272,0.749336,Not Significant
210042_s_at,0.6272,-0.2998403,Not Significant
207643_s_at,0.6272,0.4255345,Not Significant
216034_at,0.6273,-0.4140911,Not Significant
220842_at,0.6273,-0.4353032,Not Significant
200753_x_at,0.6273,0.3510703,Not Significant
209805_at,0.6273,-0.360455,Not Significant
217723_x_at,0.6273,-0.3721081,Not Significant
219027_s_at,0.6273,-0.5690082,Not Significant
222179_at,0.6273,-0.4653846,Not Significant
217168_s_at,0.6273,0.4589491,Not Significant
208345_s_at,0.6273,0.6066374,Not Significant
218174_s_at,0.6273,0.5596719,Not Significant
211033_s_at,0.6273,0.3655086,Not Significant
218538_s_at,0.6273,0.8551413,Not Significant
221027_s_at,0.6273,-0.336046,Not Significant
202067_s_at,0.6273,-0.3612199,Not Significant
211012_s_at,0.6273,-0.395163,Not Significant
202843_at,0.6273,1.1313513,Not Significant
203116_s_at,0.628,-0.3668059,Not Significant
208997_s_at,0.6281,-0.4731006,Not Significant
214348_at,0.6282,-0.4040382,Not Significant
201434_at,0.6282,-0.6520175,Not Significant
208343_s_at,0.6282,-0.6971646,Not Significant
215860_at,0.6282,-0.360989,Not Significant
221564_at,0.6282,-0.5356926,Not Significant
208503_s_at,0.6282,-0.3347123,Not Significant
204487_s_at,0.6282,-0.3009532,Not Significant
216895_at,0.6282,-0.3397203,Not Significant
200710_at,0.6282,0.4976171,Not Significant
217716_s_at,0.6282,-0.4271825,Not Significant
205433_at,0.6282,-0.5519501,Not Significant
212191_x_at,0.6282,0.5649631,Not Significant
205625_s_at,0.6282,-0.6534774,Not Significant
212349_at,0.6282,0.4105983,Not Significant
200640_at,0.6282,0.4331354,Not Significant
206470_at,0.6282,-0.5876031,Not Significant
221503_s_at,0.6282,-0.4003031,Not Significant
208149_x_at,0.6284,-0.3335678,Not Significant
65770_at,0.629,0.4228032,Not Significant
203055_s_at,0.629,-0.3895862,Not Significant
216528_at,0.629,0.514934,Not Significant
209226_s_at,0.629,0.4253193,Not Significant
213246_at,0.629,0.3065986,Not Significant
203141_s_at,0.629,-0.4757277,Not Significant
213216_at,0.629,-0.5239601,Not Significant
210872_x_at,0.629,-0.6021662,Not Significant
208458_at,0.6291,0.5716302,Not Significant
220722_s_at,0.6291,-0.3537798,Not Significant
207323_s_at,0.6291,-0.3347088,Not Significant
209417_s_at,0.6291,-0.3198157,Not Significant
213888_s_at,0.6291,0.4616906,Not Significant
204356_at,0.6291,-0.3657842,Not Significant
219620_x_at,0.6291,-0.4846306,Not Significant
209913_x_at,0.6291,-0.4444013,Not Significant
207660_at,0.6291,0.2893525,Not Significant
216962_at,0.6292,-0.4943157,Not Significant
216141_at,0.6292,-0.4113346,Not Significant
207399_at,0.6292,-0.5253946,Not Significant
207039_at,0.6292,-0.7172317,Not Significant
213704_at,0.6292,0.4501676,Not Significant
204110_at,0.6292,-0.9162464,Not Significant
218840_s_at,0.6292,-0.3481435,Not Significant
220016_at,0.6292,-0.3356012,Not Significant
212510_at,0.6292,0.355543,Not Significant
204731_at,0.6292,-0.9807373,Not Significant
